duration,protocol,service,src_bytes,dst_bytes,packet_count,flow_bytes_per_sec,flow_packets_per_sec,failed_login_count,same_srv_rate,serror_rate,rerror_rate,Label
23.417,ICMP,other,1032,4686,2485,244.182,106.119,0,0.52,0.149,0.033,Benign
11.024,ICMP,http,2825,699,1668,319.666,151.306,0,0.341,0.114,0.029,Benign
5.811,UDP,smtp,3235,7383,3592,1827.224,618.138,0,0.788,0.103,0.049,Benign
21.62,TCP,http,4897,1993,2525,318.686,116.79,0,0.6,0.009,0.054,Benign
30.372,UDP,http,2336,11566,4290,457.724,141.249,0,0.567,0.393,0.145,Botnet
22.257,ICMP,https,1948,7616,161,429.708,7.234,0,0.577,0.11,0.049,Benign
56.402,TCP,http,4777,1941,3742,119.109,66.345,1,0.689,0.24,0.276,Web Attack
4.089,TCP,other,8482,1018,521,2323.306,127.415,0,0.844,0.818,0.265,DDoS
12.12,ICMP,smtp,1029,5644,1751,550.578,144.472,0,0.811,0.021,0.084,Benign
3.71,UDP,http,1197,6245,3598,2005.93,969.811,0,0.395,0.104,0.055,Benign
23.752,TCP,http,3121,6410,64,401.271,2.695,0,0.344,0.132,0.008,Benign
26.619,ICMP,ssh,3449,5721,1693,344.491,63.601,0,0.314,0.116,0.069,Benign
7.254,UDP,ftp,1469,5041,726,897.436,100.083,0,0.702,0.089,0.072,Benign
0.033,UDP,ftp,16442,393,788,510151.515,23878.788,0,0.695,0.603,0.236,DoS
34.12,ICMP,ftp,3609,2364,4080,175.059,119.578,11,0.341,0.197,0.369,Brute Force
19.381,TCP,http,2375,1756,3717,213.147,191.786,0,0.235,0.05,0.081,Benign
0.799,ICMP,https,2904,993,1932,4877.347,2418.023,0,0.777,0.782,0.075,DoS
6.043,UDP,ftp,2708,1924,3384,766.507,559.987,0,0.896,0.049,0.01,Benign
14.183,TCP,http,4008,485,3732,316.788,263.132,0,0.342,0.022,0.093,Benign
5.905,UDP,smtp,2977,2249,493,885.013,83.489,0,0.424,0.019,0.069,Benign
12.605,UDP,ftp,2854,1841,1397,372.471,110.829,0,0.662,0.091,0.079,Benign
12.41,TCP,http,4314,4047,3795,673.731,305.802,0,0.423,0.032,0.047,Benign
1.241,ICMP,other,22449,889,4852,18805.802,3909.75,0,0.957,0.811,0.362,DoS
78.435,TCP,https,1812,31844,3931,429.094,50.118,5,0.848,0.281,0.058,Web Attack
14.909,TCP,ftp,720,4615,1790,357.838,120.062,0,0.306,0.104,0.041,Benign
0.576,ICMP,http,2537,1365,204,6774.306,354.167,0,0.981,0.129,0.075,Benign
21.124,TCP,other,1555,6510,16,381.793,0.757,0,0.888,0.094,0.07,Benign
15.975,ICMP,dns,2469,3528,4717,375.399,295.274,0,0.836,0.105,0.061,Benign
4.405,TCP,ssh,49218,1909,2986,11606.583,677.866,0,0.91,0.575,0.381,DoS
18.612,UDP,ftp,3034,3041,1682,326.402,90.372,0,0.311,0.084,0.007,Benign
19.506,ICMP,http,4792,7176,1851,613.555,94.894,1,0.456,0.031,0.075,Benign
56.522,ICMP,ssh,1092,619,3856,30.271,68.221,52,0.768,0.273,0.244,Brute Force
13.614,ICMP,dns,3055,6592,542,708.609,39.812,0,0.351,0.104,0.098,Benign
52.975,TCP,ssh,3129,2462,4070,105.54,76.829,14,0.32,0.155,0.16,Brute Force
8.866,ICMP,http,4475,7672,180,1370.065,20.302,0,0.433,0.052,0.044,Benign
28.429,TCP,other,2791,3412,3987,218.193,140.244,0,0.675,0.098,0.079,Benign
13.794,ICMP,ftp,4686,1120,1862,420.908,134.986,0,0.587,0.046,0.079,Benign
195.967,TCP,https,60759,22805,2341,426.419,11.946,9,0.346,0.608,0.42,Infiltration
27.151,ICMP,smtp,1297,1360,1041,97.86,38.341,0,0.553,0.006,0.032,Benign
21.243,TCP,ssh,2636,2856,4376,258.532,205.997,0,0.441,0.067,0.098,Benign
61.713,UDP,https,15509,21985,2426,607.554,39.311,1,0.579,0.051,0.235,Web Attack
4.498,ICMP,smtp,4670,6008,3928,2373.944,873.277,0,0.92,0.066,0.069,Benign
9.312,ICMP,http,3330,5098,455,905.069,48.862,0,0.687,0.067,0.009,Benign
23.46,ICMP,https,2316,1643,720,168.755,30.691,0,0.981,0.081,0.045,Benign
18.135,UDP,dns,4230,7768,3508,661.594,193.438,0,0.496,0.1,0.04,Benign
10.606,UDP,dns,3690,7202,3409,1026.966,321.422,0,0.843,0.032,0.089,Benign
21.885,ICMP,ftp,3433,1183,2489,210.921,113.731,0,0.58,0.09,0.014,Benign
112.647,UDP,ftp,9877,3178,3400,115.893,30.183,16,0.34,0.103,0.306,Brute Force
27.455,ICMP,other,1672,1563,2478,117.829,90.257,0,0.868,0.043,0.049,Benign
13.957,ICMP,smtp,259,6521,3876,485.778,277.71,0,0.299,0.039,0.096,Benign
5.463,UDP,ftp,2044,273,551,424.126,100.86,0,0.679,0.042,0.099,Benign
13.138,UDP,ssh,2152,5184,3062,558.38,233.064,0,0.61,0.146,0.082,Benign
17.491,UDP,https,1237,2658,438,222.686,25.041,0,0.418,0.104,0.036,Benign
8.767,UDP,http,4378,5274,1506,1100.947,171.781,0,0.812,0.077,0.077,Benign
9.746,TCP,ssh,2630,6813,2974,968.91,305.151,0,0.277,0.12,0.027,Benign
4.195,TCP,http,2345,3095,1340,1296.782,319.428,0,0.282,0.062,0.092,Benign
5.734,TCP,other,4616,5065,4519,1688.35,788.106,0,0.762,0.143,0.085,Benign
4.581,UDP,ftp,8639,1676,2857,2251.692,623.663,0,0.449,0.609,0.056,DDoS
15.741,UDP,ssh,2842,1450,1826,272.664,116.003,0,0.303,0.004,0.081,Benign
9.292,ICMP,https,1759,1106,920,308.33,99.01,1,0.262,0.064,0.076,Benign
0.99,UDP,http,3149,1624,3847,4821.212,3885.859,0,0.295,0.847,0.258,DoS
20.061,TCP,dns,830,6449,1643,362.843,81.9,0,0.348,0.09,0.059,Benign
25.391,TCP,https,2312,7812,1986,398.724,78.217,0,0.604,0.053,0.086,Benign
0.518,ICMP,other,1817,5903,4405,14903.475,8503.861,0,0.203,0.042,0.09,Benign
4.258,TCP,ssh,32110,750,884,7717.238,207.609,0,0.345,0.864,0.115,DoS
6.507,UDP,ftp,1904,3378,908,811.741,139.542,0,0.616,0.148,0.012,Benign
8.719,UDP,smtp,372,713,4923,124.441,564.629,0,0.789,0.017,0.028,Benign
16.662,UDP,https,2420,7047,3901,568.179,234.126,0,0.951,0.129,0.089,Benign
14.8,TCP,smtp,901,3287,1179,282.973,79.662,0,0.516,0.099,0.009,Benign
27.766,TCP,smtp,1422,570,3316,71.742,119.427,0,0.298,0.03,0.02,Benign
1.4,ICMP,ftp,47759,1568,3283,35233.571,2345.0,0,0.485,0.812,0.146,DDoS
15.391,UDP,ftp,1247,6331,1895,492.366,123.124,0,0.703,0.018,0.049,Benign
1.68,TCP,smtp,598,4120,2683,2808.333,1597.024,0,0.322,0.146,0.038,Benign
2.388,TCP,other,4299,6327,4083,4449.749,1709.799,0,0.592,0.07,0.029,Benign
25.804,UDP,other,4517,184,980,182.181,37.979,1,0.507,0.005,0.043,Benign
13.844,UDP,ftp,309,1488,1349,129.804,97.443,0,0.593,0.129,0.03,Benign
14.675,ICMP,ftp,936,4700,4692,384.055,319.727,0,0.576,0.099,0.069,Benign
1.767,TCP,ssh,2197,4092,2335,3559.14,1321.449,0,0.456,0.057,0.068,Benign
25.124,TCP,https,2897,6671,2800,380.831,111.447,0,0.504,0.004,0.089,Benign
10.603,UDP,ftp,2040,2068,541,387.438,51.023,0,0.895,0.047,0.008,Benign
16.199,TCP,http,346,3815,3455,256.868,213.285,0,0.413,0.063,0.051,Benign
29.574,ICMP,http,3134,4712,824,265.301,27.862,0,0.753,0.086,0.081,Benign
24.363,UDP,ssh,2821,1405,4076,173.46,167.303,0,0.708,0.055,0.044,Benign
429.657,TCP,other,29059,38664,3298,157.621,7.676,4,0.844,0.126,0.548,Infiltration
25.341,TCP,smtp,816,4888,3898,225.09,153.822,0,0.542,0.01,0.08,Benign
24.73,TCP,smtp,4174,6627,3399,436.757,137.444,0,0.522,0.1,0.031,Benign
22.927,UDP,smtp,1519,7256,4730,382.737,206.307,0,0.599,0.105,0.086,Benign
8.111,ICMP,ftp,4404,6666,4642,1364.813,572.309,0,0.781,0.115,0.043,Benign
13.928,TCP,dns,2009,1272,3365,235.569,241.6,0,0.455,0.115,0.084,Benign
1.026,TCP,smtp,28029,546,2105,27850.877,2051.657,0,0.749,0.921,0.276,DDoS
4.584,TCP,http,266,2051,3577,505.454,780.323,0,0.538,0.047,0.049,Benign
22.544,TCP,http,1454,17934,3985,860.007,176.765,2,0.826,0.248,0.094,Web Attack
18.088,TCP,dns,560,7417,744,441.011,41.132,1,0.518,0.135,0.067,Benign
0.569,TCP,https,49134,1024,4759,88151.142,8363.796,0,0.96,0.97,0.233,DDoS
70.881,UDP,https,8301,40309,1937,685.797,27.327,0,0.948,0.282,0.128,Web Attack
6.502,TCP,https,2289,3640,4375,911.873,672.87,0,0.5,0.129,0.006,Benign
138.659,UDP,ssh,22871,8572,2978,226.765,21.477,2,0.58,0.678,0.472,Botnet
19.397,UDP,http,325,6933,1968,374.182,101.459,0,0.402,0.12,0.005,Benign
10.949,ICMP,smtp,1039,4421,3224,498.676,294.456,0,0.942,0.129,0.039,Benign
74.969,UDP,https,8215,20491,2603,382.905,34.721,1,0.904,0.308,0.09,Web Attack
0.179,UDP,other,57783,164,3864,323726.257,21586.592,0,0.79,0.92,0.379,DoS
34.367,UDP,https,3789,11508,4937,445.107,143.655,5,0.783,0.128,0.067,Web Attack
20.887,UDP,ftp,466,5294,1119,275.77,53.574,0,0.202,0.095,0.079,Benign
17.317,UDP,dns,947,1332,1070,131.605,61.789,0,0.878,0.107,0.077,Benign
14.403,UDP,ftp,1133,2175,2313,229.674,160.592,0,0.359,0.089,0.033,Benign
26.304,TCP,ftp,4712,1878,1878,250.532,71.396,0,0.925,0.003,0.056,Benign
359.593,TCP,dns,23119,7525,1227,85.219,3.412,6,0.271,0.44,0.37,Infiltration
0.522,ICMP,http,4347,3604,4053,15231.801,7764.368,0,0.295,0.139,0.083,Benign
24.421,TCP,other,2220,2398,1697,189.1,69.489,0,0.68,0.057,0.043,Benign
348.279,UDP,smtp,55831,24641,2149,231.056,6.17,6,0.388,0.536,0.113,Infiltration
17.529,TCP,dns,3793,742,3261,258.714,186.035,0,0.749,0.02,0.032,Benign
22.11,ICMP,ftp,2139,638,1928,125.599,87.2,0,0.577,0.009,0.033,Benign
29.02,ICMP,smtp,4940,5852,3125,371.881,107.684,0,0.442,0.007,0.025,Benign
29.045,UDP,https,4623,376,2783,172.112,95.817,0,0.902,0.039,0.05,Benign
15.96,UDP,smtp,1201,2173,2306,211.404,144.486,0,0.798,0.007,0.013,Benign
49.422,UDP,https,9142,34880,1244,890.737,25.171,2,0.645,0.181,0.091,Web Attack
35.759,ICMP,https,6690,10740,1344,487.43,37.585,0,0.765,0.119,0.059,Web Attack
13.301,UDP,http,4634,4014,1217,650.177,91.497,0,0.299,0.017,0.072,Benign
25.065,UDP,https,4207,6778,4785,438.261,190.904,0,0.998,0.134,0.059,Benign
12.551,ICMP,https,669,2056,217,217.114,17.289,0,0.427,0.102,0.089,Benign
205.572,TCP,ftp,14902,110704,3935,611.007,19.142,5,0.563,0.185,0.136,Infiltration
21.626,ICMP,smtp,1936,22001,4667,1106.862,215.805,3,0.303,0.345,0.379,Botnet
45.549,ICMP,ftp,1109,679,2095,39.254,45.994,75,0.342,0.576,0.203,Brute Force
25.743,UDP,http,7323,5839,1267,511.285,49.217,3,0.296,0.618,0.178,Botnet
24.21,UDP,smtp,2580,7443,3015,414.002,124.535,0,0.61,0.02,0.067,Benign
8.128,UDP,ftp,4957,3505,1531,1041.093,188.361,0,0.547,0.063,0.037,Benign
10.318,TCP,ssh,3837,5581,4062,912.774,393.681,0,0.622,0.103,0.016,Benign
14.1,TCP,dns,688,7471,2465,578.652,174.823,0,0.873,0.045,0.098,Benign
1.527,UDP,ssh,666,7554,779,5383.104,510.151,0,0.572,0.016,0.042,Benign
1.282,UDP,dns,6358,1574,3796,6187.207,2960.998,0,0.344,0.777,0.09,DoS
2.59,UDP,http,2478,2611,2176,1964.865,840.154,0,0.473,0.068,0.067,Benign
15.622,TCP,https,8997,45132,960,3464.921,61.452,0,0.211,0.18,0.054,Web Attack
12.212,UDP,smtp,4970,5986,2960,897.15,242.385,0,0.753,0.093,0.097,Benign
245.299,ICMP,ftp,3371,4598,135,32.487,0.55,1,0.757,0.158,0.1,Botnet
14.485,TCP,https,1229,5362,4417,455.022,304.936,0,0.353,0.126,0.086,Benign
14.272,UDP,https,218,994,3978,84.922,278.728,0,0.577,0.023,0.07,Benign
32.147,ICMP,ftp,9529,3309,3410,399.353,106.075,11,0.879,0.267,0.091,Brute Force
2.776,ICMP,smtp,20056,75,4846,7251.801,1745.677,0,0.78,0.769,0.22,DoS
57.429,UDP,https,17811,2246,3422,349.249,59.587,3,0.911,0.223,0.188,Web Attack
10.468,ICMP,smtp,3613,210,3594,365.208,343.332,0,0.386,0.109,0.047,Benign
27.66,ICMP,dns,3877,1114,3419,180.441,123.608,0,0.866,0.108,0.039,Benign
23.9,ICMP,dns,1367,5134,3960,272.008,165.69,0,0.303,0.104,0.009,Benign
3.117,ICMP,ftp,3447,7765,390,3597.048,125.12,1,0.999,0.046,0.021,Benign
20.34,UDP,dns,1471,6822,2771,407.719,136.234,0,0.544,0.076,0.081,Benign
6.8,TCP,ssh,2152,2827,4568,732.206,671.765,0,0.414,0.115,0.077,Benign
15.51,ICMP,other,893,5826,913,433.204,58.865,0,0.98,0.142,0.08,Benign
4.293,ICMP,other,7676,1686,1373,2180.759,319.823,0,0.704,0.803,0.228,DoS
90.118,UDP,ftp,7433,4244,2746,129.575,30.471,68,0.855,0.466,0.09,Brute Force
29.092,TCP,ftp,93,2049,1407,73.628,48.364,0,0.268,0.071,0.029,Benign
18.92,UDP,dns,2050,1281,1135,176.057,59.989,0,0.841,0.079,0.079,Benign
28.56,UDP,ftp,4268,6549,86,378.746,3.011,0,0.774,0.142,0.044,Benign
10.215,TCP,http,3330,6367,1241,949.29,121.488,0,0.922,0.009,0.076,Benign
23.992,ICMP,smtp,4298,2462,2498,281.761,104.118,0,0.777,0.133,0.07,Benign
24.827,UDP,http,4363,5040,1685,378.741,67.87,0,0.91,0.105,0.045,Benign
13.32,ICMP,smtp,2868,7311,2475,764.189,185.811,0,0.267,0.097,0.078,Benign
21.595,UDP,smtp,1072,4303,4525,248.9,209.539,1,0.45,0.043,0.009,Benign
0.8,ICMP,https,4463,4893,3468,11695.0,4335.0,0,0.99,0.125,0.03,Benign
11.252,TCP,other,4197,2943,3681,634.554,327.142,0,0.438,0.113,0.094,Benign
4.915,UDP,dns,53781,1527,4373,11252.899,889.725,0,0.876,0.995,0.248,DoS
20.041,UDP,dns,4732,5548,867,512.948,43.261,0,0.462,0.057,0.074,Benign
3.03,UDP,ftp,3527,6826,1070,3416.832,353.135,0,0.581,0.014,0.042,Benign
15.835,UDP,smtp,4858,4619,4091,598.484,258.352,0,0.709,0.059,0.026,Benign
373.907,ICMP,ftp,55646,108978,3754,440.281,10.04,2,0.304,0.179,0.157,Infiltration
20.865,ICMP,http,3770,3917,977,368.416,46.825,0,0.681,0.024,0.056,Benign
17.196,TCP,dns,369,4322,2489,272.796,144.743,0,0.435,0.056,0.099,Benign
23.535,TCP,https,3495,438,1504,167.113,63.905,0,0.855,0.046,0.028,Benign
10.525,TCP,ssh,406,3460,2772,367.316,263.373,0,0.825,0.046,0.045,Benign
18.211,ICMP,other,1174,4175,1225,293.724,67.267,0,0.893,0.114,0.067,Benign
18.745,ICMP,smtp,3212,1947,3634,275.22,193.865,0,0.789,0.051,0.005,Benign
0.842,TCP,smtp,2570,4636,4443,8558.195,5276.722,0,0.661,0.097,0.009,Benign
5.763,ICMP,ssh,3938,4157,1477,1404.65,256.29,0,0.97,0.018,0.094,Benign
24.908,TCP,https,4787,3679,4829,339.891,193.873,0,0.236,0.08,0.032,Benign
58.072,TCP,ssh,6998,297,818,125.62,14.086,72,0.633,0.259,0.153,Brute Force
23.072,TCP,dns,1303,2553,2669,167.129,115.681,1,0.345,0.102,0.006,Benign
3.052,UDP,ftp,1207,3421,995,1516.383,326.016,0,0.242,0.039,0.094,Benign
7.171,ICMP,ssh,4206,6203,2612,1451.541,364.245,0,0.572,0.142,0.027,Benign
12.284,UDP,http,1954,7525,836,771.654,68.056,0,0.397,0.04,0.096,Benign
17.091,TCP,dns,3693,727,1171,258.616,68.516,0,0.499,0.075,0.078,Benign
477.728,TCP,ssh,73764,60210,2374,280.44,4.969,0,0.722,0.101,0.309,Infiltration
8.272,TCP,ftp,2095,6917,1747,1089.458,211.194,0,0.668,0.15,0.084,Benign
22.202,TCP,https,4652,612,1149,237.096,51.752,0,0.78,0.059,0.012,Benign
316.909,UDP,https,106127,42720,3713,469.684,11.716,10,0.418,0.62,0.386,Infiltration
6.398,UDP,dns,4951,2730,21,1200.531,3.282,0,0.687,0.104,0.065,Benign
5.289,TCP,smtp,4593,7374,669,2262.621,126.489,0,0.83,0.073,0.039,Benign
1.025,TCP,ssh,3686,5547,4930,9007.805,4809.756,0,0.486,0.146,0.038,Benign
3.83,ICMP,http,3074,7709,2308,2815.405,602.611,0,0.744,0.001,0.074,Benign
24.507,TCP,http,2523,6662,2978,374.791,121.516,0,0.229,0.035,0.049,Benign
18.22,ICMP,smtp,98,1646,2277,95.719,124.973,1,0.655,0.096,0.011,Benign
19.829,ICMP,https,4674,5546,1055,515.407,53.205,0,0.797,0.085,0.007,Benign
6.916,ICMP,other,4325,6011,4370,1494.505,631.868,0,0.692,0.029,0.068,Benign
28.143,UDP,http,464,7034,2249,266.425,79.913,0,0.297,0.065,0.1,Benign
15.566,UDP,dns,396,7280,4366,493.126,280.483,0,0.559,0.007,0.092,Benign
2.546,TCP,dns,4724,6656,3476,4469.756,1365.279,0,0.966,0.111,0.098,Benign
27.009,TCP,http,2559,42025,4859,1650.709,179.903,5,0.838,0.079,0.17,Web Attack
9.519,UDP,http,8310,23334,602,3324.299,63.242,0,0.821,0.296,0.18,Web Attack
13.449,TCP,smtp,1062,740,537,133.988,39.929,1,0.826,0.138,0.038,Benign
9.114,UDP,http,3577,578,3129,455.892,343.318,0,0.521,0.008,0.005,Benign
25.951,UDP,https,126,3754,834,149.513,32.137,0,0.472,0.119,0.088,Benign
41.86,TCP,http,19761,13614,4861,797.301,116.125,0,0.832,0.081,0.199,Web Attack
19.157,ICMP,https,2139,2951,1996,265.699,104.192,0,0.31,0.109,0.044,Benign
17.577,TCP,dns,4243,7902,4438,690.96,252.489,0,0.82,0.054,0.058,Benign
10.353,UDP,ssh,3061,7988,474,1067.227,45.784,0,0.39,0.088,0.068,Benign
0.282,ICMP,other,23532,400,1653,84865.248,5861.702,0,0.828,0.989,0.274,DDoS
20.874,ICMP,ftp,3868,4953,2754,422.583,131.934,0,0.693,0.128,0.057,Benign
13.684,TCP,http,385,4102,1891,327.901,138.191,0,0.573,0.001,0.022,Benign
23.074,UDP,smtp,2755,6653,60,407.732,2.6,0,0.49,0.031,0.018,Benign
3.544,TCP,ssh,2420,3647,364,1711.907,102.709,0,0.98,0.088,0.077,Benign
6.646,UDP,https,2186,5928,1610,1220.885,242.251,0,0.217,0.127,0.025,Benign
4.159,TCP,http,9994,776,2777,2589.565,667.709,0,0.949,0.845,0.36,DDoS
24.304,TCP,dns,1443,7749,3558,378.209,146.396,0,0.903,0.12,0.062,Benign
23.867,TCP,https,1610,4402,2008,251.896,84.133,0,0.937,0.056,0.06,Benign
4.274,ICMP,https,20279,1617,2299,5123.07,537.904,0,0.898,0.617,0.137,DoS
33.016,ICMP,ftp,1533,3955,4089,166.222,123.849,13,0.615,0.184,0.205,Brute Force
15.812,ICMP,dns,3999,5902,4788,626.17,302.808,1,0.72,0.071,0.058,Benign
25.909,TCP,ftp,3283,1830,3069,197.345,118.453,0,0.404,0.133,0.057,Benign
13.391,TCP,dns,2920,1925,3495,361.81,260.996,0,0.561,0.07,0.062,Benign
14.977,UDP,other,2276,3172,626,363.758,41.797,0,0.487,0.066,0.027,Benign
16.445,ICMP,ssh,680,6477,2956,435.208,179.751,0,0.231,0.034,0.012,Benign
9.944,TCP,smtp,2519,6144,4953,871.179,498.089,0,0.998,0.103,0.027,Benign
285.269,ICMP,smtp,35227,2118,3313,130.912,11.614,4,0.957,0.255,0.256,Infiltration
2.365,ICMP,http,34596,1558,1869,15287.104,790.275,0,0.382,0.978,0.353,DDoS
2.584,UDP,https,52509,1131,3784,20758.514,1464.396,0,0.473,0.891,0.303,DoS
23.127,TCP,ftp,3461,1756,1143,225.58,49.423,0,0.662,0.128,0.003,Benign
15.044,ICMP,http,2945,2823,4409,383.409,293.074,0,0.44,0.064,0.075,Benign
1.063,ICMP,other,1179,1299,4944,2331.138,4650.988,1,0.931,0.149,0.057,Benign
6.206,UDP,ftp,3240,561,4670,612.472,752.498,0,0.97,0.028,0.011,Benign
5.226,UDP,http,4569,1495,1534,1160.352,293.532,0,0.359,0.103,0.049,Benign
17.265,UDP,http,10038,44225,1412,3142.948,81.784,4,0.461,0.071,0.064,Web Attack
79.178,UDP,http,4731,36156,1069,516.393,13.501,3,0.896,0.193,0.067,Web Attack
14.296,ICMP,smtp,4985,4751,3764,681.03,263.29,0,0.42,0.088,0.05,Benign
2.013,TCP,ftp,3310,4994,4026,4125.186,2000.0,0,0.568,0.079,0.091,Benign
8.709,ICMP,http,3778,2880,1439,764.496,165.231,0,0.532,0.107,0.03,Benign
13.019,ICMP,smtp,3191,7501,362,821.261,27.806,0,0.392,0.105,0.01,Benign
69.151,UDP,ssh,1293,1879,3025,45.871,43.745,68,0.261,0.306,0.355,Brute Force
13.583,UDP,ftp,2110,1738,3788,283.295,278.878,0,0.505,0.069,0.007,Benign
0.198,TCP,ftp,17423,234,3808,89176.768,19232.323,0,0.588,0.869,0.098,DoS
7.345,ICMP,smtp,3625,1188,152,655.276,20.694,0,0.686,0.042,0.016,Benign
22.269,TCP,ssh,1419,675,3614,94.032,162.288,0,0.486,0.002,0.027,Benign
16.016,TCP,smtp,3661,5747,847,587.413,52.885,0,0.512,0.095,0.052,Benign
0.24,TCP,ssh,3131,6324,1643,39395.833,6845.833,0,0.273,0.037,0.091,Benign
24.634,TCP,dns,557,1846,1380,97.548,56.02,1,0.779,0.014,0.084,Benign
24.487,ICMP,http,2683,4644,3241,299.22,132.356,0,0.951,0.094,0.093,Benign
10.762,TCP,http,1462,162,3763,150.901,349.656,0,0.376,0.047,0.039,Benign
18.755,UDP,smtp,399,591,4097,52.786,218.448,0,0.986,0.062,0.077,Benign
29.717,ICMP,other,4702,1444,3188,206.818,107.279,0,0.742,0.014,0.032,Benign
186.062,ICMP,https,84277,100839,558,994.916,2.999,5,0.468,0.638,0.4,Infiltration
11.533,ICMP,ftp,1944,4164,1021,529.611,88.529,0,0.447,0.148,0.023,Benign
0.406,TCP,ssh,10014,767,3083,26554.187,7593.596,0,0.364,0.774,0.121,DoS
29.658,ICMP,ssh,3675,6095,329,329.422,11.093,0,0.617,0.02,0.032,Benign
165.574,ICMP,other,4105,31016,447,212.117,2.7,5,0.925,0.289,0.193,Infiltration
20.652,TCP,other,1862,5021,54,333.285,2.615,0,0.252,0.078,0.018,Benign
19.068,TCP,http,1199,7726,1679,468.062,88.053,0,0.389,0.014,0.059,Benign
9.413,ICMP,ftp,1658,2046,4727,393.498,502.178,0,0.559,0.091,0.03,Benign
23.461,UDP,other,695,7830,3620,363.369,154.299,1,0.538,0.06,0.017,Benign
4.761,UDP,other,3988,202,2464,880.067,517.538,0,0.676,0.064,0.008,Benign
7.793,ICMP,https,3838,2545,594,819.068,76.222,0,0.467,0.056,0.061,Benign
27.492,TCP,https,74,145,3319,7.966,120.726,0,0.941,0.11,0.037,Benign
127.53,ICMP,dns,10586,21505,1024,251.635,8.029,0,0.508,0.395,0.067,Botnet
13.145,TCP,other,2131,6358,4007,645.797,304.831,0,0.708,0.108,0.051,Benign
11.621,TCP,smtp,3513,6066,2965,824.284,255.142,0,0.705,0.072,0.092,Benign
19.395,ICMP,smtp,2180,4999,4937,370.147,254.55,0,0.663,0.102,0.025,Benign
3.59,TCP,http,796,5318,663,1703.064,184.68,0,0.615,0.058,0.071,Benign
24.91,UDP,https,2111,5707,3140,313.85,126.054,0,0.669,0.145,0.066,Benign
0.453,ICMP,other,42692,1172,1174,96830.022,2591.611,0,0.415,0.9,0.171,DoS
21.0,ICMP,ftp,92,1419,3427,71.952,163.19,0,0.62,0.0,0.007,Benign
5.202,ICMP,ftp,3109,1566,908,898.693,174.548,0,0.561,0.03,0.018,Benign
0.304,TCP,https,12975,1657,3353,48131.579,11029.605,0,0.553,0.892,0.141,DDoS
51.278,TCP,https,3115,20210,248,454.873,4.836,0,0.669,0.163,0.119,Web Attack
3.114,ICMP,other,540,2219,347,885.999,111.432,0,0.277,0.001,0.058,Benign
18.129,TCP,ftp,2217,7675,2762,545.645,152.353,0,0.497,0.114,0.06,Benign
36.356,UDP,ftp,6118,3364,825,260.81,22.692,53,0.202,0.405,0.44,Brute Force
101.896,UDP,ssh,2475,310,3023,27.332,29.668,20,0.562,0.535,0.162,Brute Force
12.452,UDP,ssh,1579,65,141,132.027,11.323,1,0.707,0.144,0.081,Benign
84.572,ICMP,ftp,4026,4069,3510,95.717,41.503,56,0.951,0.47,0.368,Brute Force
259.988,UDP,smtp,3791,24560,1177,109.047,4.527,3,0.896,0.326,0.138,Botnet
13.492,ICMP,ftp,8358,813,1381,679.736,102.357,43,0.917,0.516,0.449,Brute Force
171.387,UDP,smtp,8474,7435,737,92.825,4.3,1,0.284,0.602,0.347,Botnet
466.632,TCP,https,43795,119311,2115,349.539,4.532,6,0.733,0.521,0.199,Infiltration
206.333,ICMP,http,18015,21260,1838,190.348,8.908,3,0.945,0.204,0.361,Botnet
3.223,ICMP,http,25707,1864,3131,8554.452,971.455,0,0.723,0.873,0.308,DoS
1.175,UDP,other,17979,236,2792,15502.128,2376.17,0,0.792,0.681,0.089,DoS
46.254,ICMP,http,4675,21537,4838,566.697,104.596,3,0.628,0.223,0.05,Web Attack
3.859,UDP,dns,53266,1391,4933,14163.514,1278.31,0,0.673,0.97,0.094,DDoS
25.586,TCP,ssh,2628,1225,3738,150.59,146.096,0,0.318,0.045,0.022,Benign
25.489,ICMP,smtp,321,4946,2245,206.638,88.077,0,0.997,0.075,0.069,Benign
24.878,UDP,smtp,4095,2427,2734,262.159,109.896,0,0.322,0.057,0.098,Benign
6.83,ICMP,other,470,7602,3214,1181.845,470.571,0,0.439,0.027,0.049,Benign
2.744,TCP,http,23112,865,3211,8737.974,1170.19,0,0.513,0.855,0.397,DDoS
20.922,UDP,dns,1638,5783,4759,354.698,227.464,0,0.893,0.059,0.013,Benign
13.78,ICMP,dns,1380,4768,1191,446.154,86.43,0,0.368,0.104,0.029,Benign
3.26,TCP,smtp,24738,1486,1214,8044.172,372.393,0,0.501,0.935,0.086,DDoS
109.065,ICMP,other,8383,13589,434,201.458,3.979,5,0.294,0.636,0.181,Infiltration
13.071,UDP,ssh,1257,5176,3254,492.158,248.948,0,0.591,0.037,0.012,Benign
22.381,TCP,smtp,774,6411,3651,321.031,163.129,0,0.494,0.123,0.038,Benign
14.728,TCP,http,4215,1882,2247,413.973,152.567,0,0.755,0.086,0.057,Benign
11.58,ICMP,https,3592,2484,4408,524.698,380.656,0,0.348,0.015,0.006,Benign
2.785,TCP,ftp,36154,1604,4255,13557.63,1527.828,0,0.87,0.915,0.221,DDoS
22.63,ICMP,http,1739,7950,1479,428.148,65.356,0,0.204,0.018,0.086,Benign
